0.0,0.0,
"buraları kastediyorumSee also: Type I and type IIerrors, A classification model(classifier,  or diagnosis , ) is amapping,  ofinstances into a certain class/group. The classifier or diagnosis resultcan be in a real value ,  (continuousoutput) in which the classifier boundary between classes must be determinedby a threshold value, for instance to determine whether a person hashypertension ,  based on bloodpressure ,  measure, or it canbe in adiscrete ,  class labelindicating one of the classes.Let us consider a two-class prediction problem (binaryclassification, ),in which the outcomes are labeled either as positive (*p*) or negative (*n*)class. There are four possible outcomes from a binary classifier. If theoutcome from a prediction is *p* and the actual value is also *p*, then itis called a *true positive* (TP), however if the actual value is *n* thenit is said to be a *false positive* (FP). Conversely, a *true negative* (TN)has occurred when both the prediction outcome and the actual value are *n*,and *false negative*(FN) is when the prediction outcome is *n* while theactual value is*p*.To get an appropriate example in a real-world problem, consider adiagnostic test that seeks to determine whether a person has a certaindisease. A false positive in this case occurs when the person testspositive, but actually does not have the disease. A false negative, on theother hand, occurs when the person tests negative, suggesting they arehealthy, when they actually do have the disease.Let us define an experiment from P positive instances and N negativeinstances. The four outcomes can be formulated in a 2×2*contingencytable, * or *confusion matrix , *, asfollows: actual value *p**n*totalpredictionoutcome*p'*TruePositiveFalsePositiveP'*n'*FalseNegativeTrueNegativeN'totalPNTerminology and derivationsfrom a confusion matrixtrue positive (TP)eqv. with hittrue negative (TN)eqv.with correct rejectionfalse positive (FP)eqv. with falsealarm, , Type I error , false negative(FN)eqv. with miss, Type II error, sensitivity ,  or truepositive rate (TPR)eqv. with hit rate, , recall , *T**P**R* = *T**P* / *P* = *T**P* / (*T**P* + *F**N*)false positive rate (FPR)eqv.with fall-out , *F**P**R* = *F**P* / *N* = *F**P* / (*F**P* +*T**N*)accuracy,  (ACC)*A**C**C* = (*T**P* + *T**N*) / (*P* +*N*)specificity, (SPC)or True Negative Rate*S**P**C* = *T**N* / *N* = *T**N* / (*F**P* + *T**N*)= 1 - *F**P**R*positive predictivevalue,  (PPV)eqv. withprecision, *P**P**V* = *T**P* / (*T**P* + *F**P*)negative predictivevalue,  (NPV)*N**P**V* = *T**N* / (*T**N* + *F**N*)false discoveryrate,  (FDR)*F**D**R* = *F**P* / (*F**P* + *T**P*)Matthews correlationcoefficient,  (MCC)[image: MCC = (TP*TN - FP*FN) / \sqrt{P N P' N'}]F1score, *F*1 = 2*T**P* / (*P* + *P*') = 2*T**P* / (2*T**P* + *F**P* + *F**N*)*Source: Fawcett (2006).*19 Şubat 2012 10:03 tarihinde musa ataş ,  yazdı:> evet tablonun kolonlarına uzman görüşü dedin (supervised learning yaptığın> için ) peki tablonun satırları ne?>> ikinci soruya gelince, bir önceki mailimde true negative tazdığım yerleri> false negative olarak düzeltiyorum. Yanlış yazmışım. (> http://en.wikipedia.org/wiki/Receiver_operating_characteristic  bu> sayfanın ortalarında tabloyu göstermişler bence senin tablon ile bunu> kıyaslaman gerekebilir biraz farklılık var çünkü)  Ama problemi tam> aktaramamış olabilirim. Problem şu, neden false negative hatalar üzerinde> yoğunlaşmıyoruz. Normalde false negative false positive göre daha kötü> değil mi? Yani senin sunacağın model hiç spam maile yanlışlıkla bu> normaldir demiyor mu? bunu nasıl garantiliyor?>>>>> 19 Şubat 2012 00:12 tarihinde Cüneyt Özdemir , yazdı:>> ilk soruna cevap olarak öncelikle uzman görüşü demekten kastım o konu>> hakkında bilgi sahibi olan kişi tarafından bilinen veri. örneğin.>> verileri sınıflandırırken  hangileri spam hangileri non-spam olduğunu>> belirleyen kişiye uzman görüşü diyebiliriz. ikinci soruna gelince>> normal mailleri spam olarak gösterme false negatiftir.>>>> biz spamlarla ilgilendiğimiz için amacımız spam olanları tespit etmek>> bu nedenle buna yoğunlaşıyoruz. şimdi false negative spam mailleri>> normal(spam olmayan) mailler olarak görmesidir. senin söylediğin>> parametre ise normal mailleri doğru olarak sınıflandırmaktır. yani>> true negative normal mailleri doğru bulmaktır. bizim işimiz  aslında>> spam olanları bulmak ancak şuda yapılabilir normal mailleri bulmak>> geri kalan mailleri spam olarak işaretlemek. buda farklı bir çözüm>> olabilir. denemek gerek sanırım.>>>> 17 02 2012 tarihinde musa ataş ,  yazmış:>> > s.a.>> >>> > tabloda (confusion matrix veya contingency table) uzman görüşü demekle>> neyi>> > kastediyorsun? (Amacım biraz daha derin bilgi kazanman). Bir de normal>> > mailleri spam olarak gösterme diyorsun (false alarm mesela bir fabrikada>> > assembly line da elektronik parçaların şekilsel yapılarını machşne>> vision>> > ile denetliyorlar, defect olmayan parçaları bu defectlidir demesi>> > fabrşkayaı bir derece zarara sokar, ama defectli olan bir parçaya>> > yanlışlıkla bu sağlamdır demesi daha kötü bir hata dır buna severe error>> > diyoruz, bu firmanın prestij kaybetmesine sebeb olduğundan çok daha>> > kötüdür.) peki bunun tersi daha kötü değil mi (severe, type 2 error yani>> > true negative) onu neden hiç zikretmiyorsun? yoksa modelin onun>> > olmayacağını/yaşanmayacağını mı garantiliyor?>> >>> > iyi çalışmalar.>> >>> >>> > 16 Şubat 2012 22:56 tarihinde Cüneyt Özdemir>> > , yazdı:>> >>> >> makaleyi biraz okudum ve geçen gün yapmış olduğumuz sohbeti yeniden>> gözdem>> >> geçirdim. orada bana falze pozitife neden bakıldığını sormuştun.>> >> el cevap :>> >>>> >> yazar bu çalışmada spam maillere odaklandığı için temel felsefesi bir>> >> mailin spam olup olmadığıdır. yani spam olanları doğru bir şekilde>> tespit>> >> edebilirse başarıya ulaşmış demektir. false positif değeri programın>> spam>> >> olarak tespit ettiğin ancak uzman tarafından spam olmayan maillerin>> denk>> >> geldiği değerdir. yani normal maillerin spam olarak görülmesi. bayes>> >> yöntemindede en fazla üzerinde durulan kısımdır çünkü üzerinde>> çalışılan>> >> programın başarısını gösteren kısımdır.>> >>>> >>>> >>>> >>>> >>   True(uzman görüş olumlu)>> >>>> >> false(uzman görüş olumsuz)>> >>>> >> Spam (positif)>> >>>> >> a>> >>>> >> b>> >>>> >> Non-Spam (negatif)>> >>>> >> c>> >>>> >> d>> >>>> >>  a (true positive)>> >>>> >> b (false positive)>> >>>> >> c (true negative)>> >>>> >> d (false negative)>> >>>> >>>> >> şimdi o makale ile ilgili bir kısa özet yapmam gerekli. onuda yazıp>> >> yollarım sana inş. sende ok dersen tez önerisine ekleyecem.>> >>>> >>>> >>>>>>> -->>>>>>>> Öğr.Gör. Cuneyt OZDEMIR>> Siirt Üniversitesi>> Meslek YüksekOkulu>>>>",ham,
"<html><div style='background-color:'><DIV class=RTE><FONT face=""Courier New"">&gt, &gt,&gt, &gt,&gt, &gt,KADIN VAR , Seftalidir agızları sulandırır. KADIN VAR , Kirazdır kurtluysa &gt, &gt,bulandırır. KADIN VAR , Cins armuttur iyi gelmez bize. KADIN VAR , Visnedir &gt, &gt,kaynat reçel diye tabak tabak. KADIN VAR , Karpuzdur yandın çıkarsa kabak. &gt, &gt,KADIN VAR , Muşmuladir afiyet olsun size. KADIN VAR , Greyfurttur sıkarsın &gt, &gt,çıkmaz suyu. KADIN VAR , Keçiboynuzudur kemir ömür boyu. KADIN VAR , &gt, &gt,Kestanedir kış geçesiye sakla. KADIN VAR , Kavundur mutlaka kokla. KADIN &gt, &gt,VAR , İncirdir yaz kış yenir, KADIN VAR , Muzdur, hemen soymak gerekir. &gt, &gt,Hasili Kelam Dünyada Her Kadının Benzeri Bir Meyvadır. Fakat Evlenince &gt, &gt,Erkegin Yedigi Hep Ayvadır.&gt, </FONT></DIV></div><br clear=all><hr>İletişimin evrimine hemen katılın! <a href=""http://g.msn.com/8HMATRTR/2731??PS=47575"" target=""_top"">burayı tıklayın!</a> </html>",ham,
"bende yuksek okulun sınavları olacak bu hafta onu beklıyorum, ya galip hoca bana da 85 80 yermiş :) bedri hoca 100 100 vermiş :) 
benim için not önemli değil doktora filan düşünmüyorum şimdilik :) geçtik ya ona şükür . bu hafta perşembe günü burnumdan ameliyyat olacağım hakkınızı helal edin :))
 From: cuneytozdemir@hotmail.com
To: ummugulsum_korkmaz@hotmail.com
Subject: RE: HAL - HATIR
Date: Sun, 22 Jan 2012 22:30:31 +0200







Allah razı olsun iyiyim tşk ederim. çok şükür dersleri verdik. bedri hoca 85 85 vermiş galip hoca 80 80 vermiş. sanırım en düşük notları ben aldım :)) sen neler yapıyorsun nasıl gidiyor.

From: ummugulsum_korkmaz@hotmail.com
To: cuneytozdemir@hotmail.com
Subject: HAL - HATIR
Date: Sun, 22 Jan 2012 16:40:37 +0200










Merhabalar , nasılsınız? dersleri verdiniz inşş , bi hal hatırınızı sorayım dedim :)",ham,
Evet devc bende de aynı hatayı verdi, genelde devexpress componentlerinikullanan formlarda bu hata var, araştırıyorum. Bir gelişme olursa emailyazarım. Bu arada mantisi etkin kullanabilmek için istersen bu hatayı oradaaç, hepimiz oradan takip edelim.iyi çalışmalar.15 Ocak 2012 18:46 tarihinde devc ,  yazdı:> familybys kodlarını alıp visual 2010 da açtım. formları tıkladığım zaman> aşağıdaki mesajı almaktayım. yardımlarını bekliyorum admin.>>> ---------------------------> Microsoft Visual Studio> ---------------------------> Exception of type 'System.ComponentModel.Design.ExceptionCollection' was> thrown.> ---------------------------> Tamam> --------------------------->,ham,
"Test Seviyeleri----------------------------------------------* Birim testler : Yazılım geliştiriciler tarafından yapılan beyaz kututestleridir.* Yazılım testleri : Yazılım gereksinimleri doğrulamak üzere test ekibitarafından yapılan kara kutu testleridir.* Sistem testleri : Sistem gereksinimleri doğrulamak üzere test ekibitarafındanyapılan kara kutu testleridir.* Performans, kullanılabilirlik, güvenilirlik, güvenlik, stres testleri vb.* Kabul testleri : Müşteri gereksinimleri doğrulamak üzere test ekibitarafındanyapılan kara kutu testleridir.Sistem TestleriGeliştirilen yazılımın performans, güvenirlilik, işlevsellik gibiözelliklerinideğerlendiren testlerdir.* Performans Testleri* Uyumluluk Testleri* Yükleme Testleri* Zorlama (stres) Testleri* Uygunluk Testleri:* İşlevsel Testler* Keşif Testleri* Yineleme Testleri* Duman Testleri* Sürüm Doğrulama Testleri* Geri Alma (Recovery) Testi* Güvenlik (Security) TestiSistem Test Tipleri------------------------------------------------------------Stres Testleri: Sisteme girdi oranı sistem tasarım oranını aştığı zamansistemindavranışını gözlemlemek üzere gerçekleştirilen testlerdir.Performans Testleri: Sistem çıktılarının belirlenen ve kabul edilebilecekolanzaman dilimi içerisinde üretebildiğinin değerlendirilmesinin yapılabilmesiiçingerçekleştirilen testlerdir.Konfigürasyon ve Uyumluluk Testleri: Geliştirilen sistemin farklıplatformlardave donanımlarda nasıl davrandığının değerlendirilmesi için gerçekleştirilentestlerdir.Güvenlik Testleri: Sistemin izinsiz kullanım teşebbüslerindekidavranışlarınındeğerlendirilmesi için gerçekleştirilen testlerdir.Kullanılabilirlik Testleri : Kullanıcı - sistem etkileşimini ve ergonomisinideğerlendirmek üzere gerçekleştirilen testlerdir.Geri alma (Recovery Testleri) : Bir hata durumunda sistemin otomatik veyaelle yeniden normal duruma dönmesini değerlendirmek için gerçekleştirilentestlerdir.Kullanıcı Arayüzü Testleri: Kullanıcının ve yazılımın grafik gösterimiolaraknasıl bir etkileşim içerisinde olacağını, kullanıcının klavye, ekran veyafare ilesisteme vereceği girdilerin sistem tarafından nasıl işleneceğinideğerlendirmekiçin gerçekleştirilen testlerdir.Kabul Testleri------------------------------------------------------------Proje kabul testleri müşteri gereksinimlerinin doğrulanması ilegerçekleştirilir.1. Müşteri gereksinimleri belirlenir ve belgelendirilir.2. Kabul test planı hazırlanır.3. Müşteri gereksinimlerini doğrulayacak test durumu ve senaryolarıhazırlanır.4. Test Hazırlık Gözden geçirme toplantısında hazırlanan test durumu vesenaryoları onaylatılır.5. Kabul testleri için gerekli test ortamı hazırlanır.6. Sistem testlerinin başarıyla sonuçlanmasından sonra kabul testlerinigerçekleştirilir.7. Kabul test planında belirtilen kabul kriterlerine ulaşıncaya kadartestlerin yapılmasına devam edilir.8. Test sonuçları belgelendirilir ve müşteriye onaylatılırKara Kutu Testi-----------------------------------------------------------------------------Test edilecek olan yazılımın iç işleyişi düşünülmeden icra edilen testlere""kara kutu"" testleri denir.Kara kutu test tekniği ile geliştirilen yazılım içerisinde aşağıdakihata tipleri tespit edilmeye çalışılır [IEEE 729/610.12 - 1990]:* Doğru olmayan veya hiç olmayan işlevlerin tespiti,* Arayüz hataları,* Performans hataları,* Veri tabanlarına ulaşma hataları veya veri yapılarındaki hatalar,* İlklendirme veya sonlandırma hataları,* Sınır değer hataları.Saydam Kutu Testi-----------------------------------------------------------------------------Saydam kutu testi diğer bir test tekniğidir. Saydam kutu testleri yazılım içyapısı bilinerek tasarlanır. Bu nedenle saydam kutu testlerinigerçekleştirenler genellikle yazılımın iç yapısını bilen yazılımcılardır.Saydam kutu test yaklaşımı kullanılarak gerçekleştirilen testtipleri :* Birim Testler,* Statik ve Dinamik Analizler,* Deyim Kapsama (Statement Coverage),* Dal Kapsama (Branch Coverage),* Yol Kapsama (Path Coverage),Testçinin Dünyası----------------------------------------------------İdeal bir testçi karakteri:Birşeyleri kırmayı severOyuncağın içini açıp kurcalarSonu gelmeyen sorular sormayı severYazılımcının Dünyası------------------------------------------------İsterleri kalbime yazdım""Ben yazdıysam hata yoktur""Matematiksel olarak yaptıklarım doğru mu?Test aşamasında hata çıkacağına ihtimal var mı hiç..Hmm, demek hatalarımdan öğrenmeliyim!Hey, birisi bana hatalarımı gösterse ne güzel olurdu :)Yazılımda Hata Bulmak Kötü bir şey mi?----------------------------------------------------------------------------------Ne zaman bulduğuna göre değişir?-Sürüme girmeden keşfedilen hata muhteşem bir hatadır.-Müşteriye ulaşan hata, para kaybı demektir.-Bulunan hatalar yazılım hakkında bilgi verir-Her bilgi tasarım ve kodlamanın iyileştirilmesi için bir fırsattır!-Hmm, demek ki testçiler hata değil de, daha iyiye götürecek fırsatlarıarıyorlarmış!-Yazılım testi yeni şeyler öğrenmektir: yazılımcının müşterininproblemlerine yaklaştırılmasınısağlar.Herkese kolay gelsin.28 Şubat 2012 11:28 tarihinde admin ,  yazdı:> s.a.>> Bir eğitim seminerinden aldığım hata önem derecesi ve anlamları>> Hata Önem Dereceleri>> *Ölümcül:* Testlerin devam etmesini engelleyecek hataları belirtmek için> kullanılan> derecedir. Eğer bu türden bir hata bulunmuş ile testlerin devam etmesi> imkânsızdır.>> *Kritik:* Testler devam edebilir. Ancak bu hata derecesi ile yazılım> teslim edilemez.>> *Büyük:* Testler devam edebilir. Ürün bu hata ile teslim edilebilir.> Ancak yazılım> kullanıldığında telafisi zor sonuçlar doğurabilir.>> *Orta: *Testler devam edebilir. Ürün bu hata ile teslim edilebilir. Ancak> yazılım> kullanıldığında telafisi mümkün sorunlar çıkartabilir.>> *Küçük:* Testler devam edebilir. Ürün bu hata ile teslim de edilebilir.> Yazılımın> işleyişinde ortaya çıkabilecek olan hatalar önemli bir sonuç doğurmaz.>> *Kozmetik: *Yazılım üzerindeki renk, font, büyüklük gibi görsel> hatalardır. Olması> durumunda ne testi durdurur ne de ürünün teslimini engeller.>",ham,
Hayirli cumalar. CÃ¼neyt hocam.Cok sukur iyiyiz. Sizler nasilsiniz?Hala gidip geliyoruz, bir mani olmaz ise.Kolay gelsin.Ihsan._________________________ihsan AKIN @mobileOn 9 Mar 2012, at 11:23, CÃ¼neyt Ã–zdemir ,  wrote:> HayÄ±rlÄ± cumalar hocam. ben siirt Ã¼niversitesinden cÃ¼neyt Ã¶zdemir. Erbil'de Ä±ÅŸÄ±k Ã¼niversitesinde karÅŸÄ±laÅŸmÄ±ÅŸtÄ±k. NasÄ±lsÄ±nÄ±z hocam? halen gidip geliyormusunuz erbile?  tekrar hayÄ±rlÄ± cumalar.,ham,
"On 03/09/2012 02:34 PM, Cüneyt Özdemir wrote:
> Hamdolsun hocam bizde iyi olmaya çalışıyoruz. Hocam vaktiniz varsa 
> size yazmış olduğum bir makaleyi incelemeniz için yollayabilirmiyim. 
> inceleyebilirmisiniz? benim tez hocam doç. hazırlandığı için hiç 
> bakmadı bile olmuşmu olmamışmı diye :) konferans olduğu için çok 
> önemli değil dedi. Özellikle ingilice özet kısmını yapamamadım ona 
> bile bakmamış :). Makaleyi incerseniz gerçekten memnun olurum. En 
> azından bilgi alışverişinde bulunmak ve fikirlerinizden yararlanmak 
> isterim. 

Hocam merhaba.

Siz bu mesajı yolluyalı 1 ay oldu, hakkınızı helal edin.
Bir gönderin diyeceğim, ancak süre herhalde dolmuştur.
Değilse bir inceleyelim inş.

Kolay gelsin.

Kusura bakmayın

ihsan.",ham,
"On 13-Apr-12 4:40 PM, Cüneyt Özdemir wrote:
> hocam helal olsun ne demek. ben zamanınız olmadığı için bakmadığınızı
> düşündüm. makaleyi yolladığım yerden red cevabı geldi :) baya bir
> eleştri aldım zaten :) şimdilik makale yollamayı bıraktım çünkü
> öncellikle tezim ve dil konusuna çalışmam gerektiğini biraz daha iyi
> anladım :)
>
> siz nasılsınız neler yapıyorsunuz. hala erbile gidiyormusunuz? :)
Ne yapalım gidip geliyoruz işte.
Zamanım var ve yok, kafama göre var, vücuduma göre yok.
Hala Erbil devam ediyor.
Hocalara güvenme :) Ben güvendim hata ettim. Hiç makalem çıkmadı, :(
Kendinizi sağlama alın. Eleştiriler iyidir öğretir. Yola devam.
Dil çok problem değil, çalışma iyi olunca rewrite derler o kadar.

Kolay gelsin.",ham,
"Evet cihaz bu.Mersin Kayacı Bilgisayar ,Eroğlu Yazılım hbys programını kullanıyoruz. Hospitex Hema screen 18 cihazının lis baglantısını yapamadık .tek satır halinde dmp geliyor ve parametre içermiyor

_________________________________________________________________
Windows Live Photos ile fotoğraflarınızı kolayca  paylaşımı.
http://www.microsoft.com/windows/windowslive/photos.aspx",ham,
"Eki yüklemeyi unutmuşum, proje konusu ektedir.

Herkese başarılar...

From: m.e.bakir@hotmail.com
To: selmanyakut@hotmail.com, canbayyavuz@hotmail.com, cuneytozdemir@hotmail.com, fatmayetkin@hotmail.com, ummugulsum_korkmaz@hotmail.com, f_topaloglu023@hotmail.com, evren.23@hotmail.com, azrael_yavuz@hotmail.com, yavuz_azr@hotmail.com, gokhansenol67@hotmail.com
Subject: RE: IMDB_ProjeKonusu
Date: Fri, 2 Mar 2012 14:39:51 +0200








Merhaba arkadaşlar, 
Ekte üniversite 4 sınıfı öğrencisi bir arkadaşın bitirme projesi var.
Arkadaş projeyi yapamadı ve birilerine yaptırmak istiyor, projeyi ücretli olarak yapmak isteyen birileri varsa, pazar gününe(04.03.2012) kadar benimle iletişime geçsin.

Proje için son teslim tarihi nisanın ikinci haftası gibi.


İyi Çalışmalar Dilerim..",ham,
"a.s.:) Proje güzel bir projeye benziyor. Gerçekten benim de şu an için zamanımyok diyebilirim. Bu aralar sık sık toplantılar oluyor. Gerçi zamanım olsada bu tür öğrenci ödevlerini yapmamayı prensip olarak kabul etmişim. Gerçisenin herhangi bir suçun yok ama ne yazık ki zengin çocukları bir şekildeehl-i ilmi esir almak istiyorlar. Sebebine bakacak olursak,1- Ödev mantığının dışına çıkılıyor. (Proje ödevi neden verilir?)2- Ben paramla her şeyi yaparım diyenlere karşı fiili olarak ilmin izzetiile onların her türlü vereceği menfaate istiğna göstermek3- Hoca ve öğrenci mabeynindeki emniyeti ihlal etmemek.4- Meslektaşıma sadakat göstermek :)kolay gelsin.Musa Ataş7 Mart 2012 08:50 tarihinde Cüneyt ÖZDEMİR , yazdı:>  s.a> Ekte üniversite 4 sınıfı öğrencisi bir arkadaşın bitirme projesi var.> Arkadaş projeyi yapamadı ve birilerine yaptırmak istiyor, projeyi ücretli> olarak yapmak isteyen birileri varsa benimle iletişime geçsin.>> Proje için son teslim tarihi nisanın ikinci haftası gibi.>>> İyi Çalışmalar Dilerim..>>",ham,
Allah razi olsun Musa abi. Hemen ciktisini alip okumaya baslayacagim.Selametle...03 Temmuz 2011 17:14 tarihinde musa ataş ,  yazdı:> s.a.>> ekte machine learning ve data mining de çok sık kullanılan information> theoretic kavramlarını ele alan ve sade bir dil ile anlatan bence çok> kaliteli bir yazı.>> Kolay gelsin.>> MA>-- =================================================Erdal KUZEYMax-Planck-Institut fuer InformatikUniversitaet des SaarlandesCampus E1 4,   66123 Saarbruecken - GermanyPhone: +49 176 453 14 595=================================================,ham,
"a.s.Thus, applications that use XML web services was provided to be low cost, highquality and  fast.7 Mart 2012 16:57 tarihinde Cüneyt Özdemir , yazdı:> s.a aşağıdaki cümlenin çevirisini rica etsem yapabilirmisin.> ""Böylelikle XML web servislerini kullanan uygulamaların düşük maliyetli,> kaliteli, hızlı, olması sağlanmıştır."">>>",ham,
ecmain olsun. Bilemiyorum aslında benim zamanım olsa sürece dahil olmakisterdim ama gerçekten çok yoğunum.bu arada ben dün akşam mantise bağlanamadım serverde bir problemmi var?kontrol edermisin?iyi çalışmalarMA7 Mart 2012 23:45 tarihinde Cüneyt Özdemir , yazdı:> Abi Allah razı olsun. bende google translate verdim hemen hemen aynısını> çevirmiş. iyi program yazmışlar.  bu Des algoritması ile malbat için> danışman hocama yolladım ses çıkmadı. yarın arasammı? süre bitecek son> başvuruların.>> 7 Mart 2012 21:10 tarihinde musa ataş ,  yazdı:>> Thus, applications that use XML web services was provided to be low cost, high>> quality and  fast.>>>,ham,
"Ã–zetâ”€ SaÄŸlÄ±k hizmetlerinde verinin Ã§eÅŸitliliÄŸi farklÄ± uygulamalarÄ±ngeliÅŸtirilmesini saÄŸlamÄ±ÅŸtÄ±r. Bu uygulamalar farklÄ± programlama dillerindeveya farklÄ± platformlarda *geliÅŸtirilmiÅŸ* olabilirler. XML web servislerifarklÄ± programlama dillerinde geliÅŸtirilmiÅŸ, farklÄ± platformlardaÃ§alÄ±ÅŸabilen uygulamalarÄ±n birbirleri ile veri transferindebulunabilmelerini saÄŸlar. Bu sayede farklÄ± programlama dili ve farklÄ±platformlarÄ± birleÅŸtirici esnek uygulamalarÄ±n yazÄ±lmasÄ±na olanak tanÄ±r (bucÃ¼mle gereksiz bir Ã¶nceki cÃ¼mlenin tekrarÄ±). Bu Ã§alÄ±ÅŸmada XML webservisleri hakkÄ±nda gerekli bilgiler verilmiÅŸtir. GerÃ§ek hastane ortamÄ±ndalaboratuvar bÃ¶lÃ¼mÃ¼nde kullanÄ±lan laboratuvar bilgi yÃ¶netim sistemine (LBYS)ait ORACLE veri tabanÄ± ile hastanenin diÄŸer bÃ¶lÃ¼mlerinde kullanÄ±lan hastanebilgi yÃ¶netim sistemine (HBYS) ait SQL SERVER veri tabanÄ± arasÄ±nda veritransferi gerÃ§ekleÅŸtirilmiÅŸtir. Bu iÅŸlem sonucunda farklÄ± platformlarda veprogramlama dillerinde geliÅŸtirilen uygulamalarÄ±n haberleÅŸmesisaÄŸlanmÄ±ÅŸtÄ±r. Birlikte Ã§alÄ±ÅŸabilirlik Ã¶zeliÄŸi ile farklÄ± kaynaklardanalÄ±nan iÃ§eriklerin birleÅŸtirilmesi, farklÄ± platformlarda Ã§alÄ±ÅŸtÄ±rÄ±labilmesive farklÄ± uygulamalarÄ±n birbirleri ile iletiÅŸim kurmasÄ± ve etkileÅŸimisaÄŸlanmÄ±ÅŸtÄ±r. (yine kavramsal tekrar var, Ã§Ä±kartÄ±lmalÄ±)  BÃ¶ylelikleuygulamalarÄ±n dÃ¼ÅŸÃ¼k maliyetli, kaliteli, hÄ±zlÄ±, olmasÄ± saÄŸlanmÄ±ÅŸtÄ±r (buradaÃ¶zne ne? yani xml web servis mi uygulamalarÄ± dÃ¼ÅŸÃ¼k maliyetli ve hÄ±zlÄ± vekaliteli yapÄ±yor? Bence burasÄ±nÄ± deÄŸiÅŸtirsen iyi olur.).Abstract- Variety of data in health care services provides the developmentof different applications. These applications could be developed eitherunder different programming languages or platforms. These applicationscould be developed either on different programming languages or platforms.XML web services provide data transfer through applications that have beendeveloped on different programming languages and different platforms.Necessary information of XML web services is given in this stduy. Datatransfer was realized between the Oracle database belonging to LaboratoryInformation System (LIS) and the SQL Server database belonging to theHospital Information System (HIS) in the real hospital environment.Comunnications of applications that have been developed on differentplatforms and programming languages were provided as a result of thistransaction.Seni yanlÄ±ÅŸ yÃ¶lendirmektense aÃ§Ä±k fikrimi yazÄ±yorum. CÃ¼neyt bÃ¼yÃ¼k ihtimallebenim kanaatim red veya takrar geri gÃ¶nderilecek, Ã§Ã¼nkÃ¼ makalede Ã§ok bÃ¼yÃ¼kdeÄŸiÅŸiklikler olmadÄ± gÃ¶rdÃ¼ÄŸÃ¼m kadarÄ±yla. istersen benim ismimiÃ§Ä±karabilirsin. Ã‡Ã¼nkÃ¼ makale tamamen benim kontrolÃ¼mÃ¼n dÄ±ÅŸÄ±nda geliÅŸti. OyÃ¼zden benim ismim makaleye girmese iyi olur. Yani bir abstractÄ± inglizceyeÃ§evirdim diye makaleye ismim girmemeli diye dÃ¼ÅŸÃ¼nÃ¼yorum. UmarÄ±mÃ§ekincelerimi anlatabilmiÅŸimdir. EÄŸer yanlÄ±ÅŸ anladÄ±ysan anlatamamÄ±ÅŸÄ±mdemektir.iyi Ã§alÄ±ÅŸmalar.17 Ocak 2012 13:17 tarihinde CÃ¼neyt Ã–zdemir , yazdÄ±:> Ã–zetâ”€ SaÄŸlÄ±k hizmetlerinde verinin Ã§eÅŸitliliÄŸi farklÄ± uygulamalarÄ±n> geliÅŸtirilmesini saÄŸlamÄ±ÅŸtÄ±r. Bu uygulamalar farklÄ± programlama dillerinde> veya farklÄ± platformlarda yazÄ±lmÄ±ÅŸ olabilirler. XML web servisleri farklÄ±> programlama dillerinde geliÅŸtirilmiÅŸ, farklÄ± platformlarda Ã§alÄ±ÅŸabilen> uygulamalarÄ±n birbirleri ile veri transferinde bulunabilmelerini saÄŸlar. Bu> sayede farklÄ± programlama dili ve farklÄ± platformlarÄ± birleÅŸtirici esnek> uygulamalarÄ±n yazÄ±lmasÄ±na olanak tanÄ±r. Bu Ã§alÄ±ÅŸmada XML web servisleri> hakkÄ±nda gerekli bilgiler verilmiÅŸtir. GerÃ§ek hastane ortamÄ±nda laboratuvar> bÃ¶lÃ¼mÃ¼nde kullanÄ±lan laboratuvar bilgi yÃ¶netim sistemine (LBYS) ait ORACLE> veri tabanÄ± ile hastanenin diÄŸer bÃ¶lÃ¼mlerinde kullanÄ±lan hastane bilgi> yÃ¶netim sistemine (HBYS) ait SQL SERVER veri tabanÄ± arasÄ±nda veri transferi> gerÃ§ekleÅŸtirilmiÅŸtir. Bu iÅŸlem sonucunda farklÄ± platformlarda ve> programlama dillerinde geliÅŸtirilen uygulamalarÄ±n haberleÅŸmesi> saÄŸlanmÄ±ÅŸtÄ±r. Birlikte Ã§alÄ±ÅŸabilirlik Ã¶zeliÄŸi ile farklÄ± kaynaklardan> alÄ±nan iÃ§eriklerin birleÅŸtirilmesi, farklÄ± platformlarda Ã§alÄ±ÅŸtÄ±rÄ±labilmesi> ve farklÄ± uygulamalarÄ±n birbirleri ile iletiÅŸim kurmasÄ± ve etkileÅŸimi> saÄŸlanmÄ±ÅŸtÄ±r.  BÃ¶ylelikle uygulamalarÄ±n dÃ¼ÅŸÃ¼k maliyetli, kaliteli, hÄ±zlÄ±,> olmasÄ± saÄŸlanmÄ±ÅŸtÄ±r.   Anahtar Kelimelerâ”€ XML web servisleri, oracle, sql> server, laboratuvar bilgi yÃ¶netim sistemi, hastane bilgi yÃ¶netim sistemi>>> Data Transfer Between Oracle and SQL Server Databases Through XML Web> Services>>>> *Abstractâ”€* SOAP is a protocol allowing the transfer of the messages> which is determined based on XML, in accordance with standards through web> services and clients. Web services have flexible structures because they> are independent of the operating system and programming language. This> study provided the necessary information about the XML web services. Data> transfer between the Oracle database by Laboratory Information System (LIS)> and the SQL Server database by the Hospital Information System (HIS) was> realized in the real hospital environment.>>> Keywordsâ”€ XML web services, oracle, sql server, laboratory information> system, hospital information system>>",ham,
